split,item_id,item_idx,phase,graph_sample_count,graph_mean,graph_std_within,graph_between_sample_std,graph_density_gt_0_5,graph_diag_mean,graph_distance_from_cold,graph_distance_from_previous_phase,mean_absolute_score_change_from_cold,score_correlation_with_cold,support_loss_before_guidance,support_loss_after_guidance,guidance_loss_mean,guidance_loss_last,raw_guidance_gradient_norm_mean,raw_guidance_gradient_norm_max,warm_start_timestep,embedding_support_loss_before,embedding_support_loss_after,local_item_embedding_delta_norm,sampling_seconds
validation,1,0,Cold,6,0.5678249001502991,0.16897724568843842,0.002927880035713315,0.6172839506172839,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003027290978934616
validation,1,0,Warm A,6,0.5680199861526489,0.16893042623996735,0.0026673886459320784,0.6172839506172839,1.0,0.0009261239902116358,0.0009261239902116358,0.13313966989517212,0.9013019293600038,0.4489867091178894,0.4489692151546478,0.44896861016750333,0.4489692151546478,0.0017412528085211912,0.0021611812990158796,22.0,0.5333492755889893,0.4216800332069397,0.2632793188095093,0.03876175300683826
validation,1,0,Warm B,6,0.5680869221687317,0.16890640556812286,0.002497283974662423,0.6131687242798354,1.0,0.0013963633682578802,0.000966245774179697,0.18235382437705994,0.8604370680072259,0.382922887802124,0.382987380027771,0.3829882055521011,0.38298743963241577,0.001869367117372652,0.002210452686995268,22.0,0.41483020782470703,0.3766786456108093,0.3396417498588562,0.035642573959194124
validation,1,0,Warm C,6,0.5679818391799927,0.16890579462051392,0.0023018319625407457,0.6131687242798354,1.0,0.001649669837206602,0.0009167210082523525,0.15703648328781128,0.8505195122211827,0.4031737744808197,0.4031911790370941,0.40319143533706664,0.4031911790370941,0.001676168362610042,0.002012044657021761,22.0,0.41858744621276855,0.4014281630516052,0.3958037495613098,0.0357824339880608
validation,5,4,Cold,6,0.5723206400871277,0.17358070611953735,0.0025887712836265564,0.6049382716049383,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002844866015948355
validation,5,4,Warm A,6,0.5723558068275452,0.17352063953876495,0.002421720651909709,0.6049382716049383,1.0,0.000915618846192956,0.000915618846192956,0.19464175403118134,0.7974602922102592,0.36396536231040955,0.3639075756072998,0.3639104962348938,0.36390766501426697,0.0017832300664546588,0.0022695057559758425,22.0,0.584672749042511,0.3156028985977173,0.2535863518714905,0.03570009698159993
validation,5,4,Warm B,6,0.5723958611488342,0.17350982129573822,0.0024638294707983732,0.6090534979423868,1.0,0.0012337018270045519,0.0008309794939123094,0.26355308294296265,0.6594020809363075,0.3493703305721283,0.34934818744659424,0.34935250878334045,0.34934818744659424,0.0016682351357303559,0.002057041507214308,22.0,0.4079311490058899,0.3379431664943695,0.40014272928237915,0.035550653003156185
validation,5,4,Warm C,6,0.5723761916160583,0.1735421121120453,0.002323949709534645,0.6090534979423868,1.0,0.0015298663638532162,0.0008948002359829843,0.28722378611564636,0.6900697910022748,0.34073638916015625,0.34071725606918335,0.3407190591096878,0.34071728587150574,0.0016485000882918636,0.0022317185066640377,22.0,0.36924195289611816,0.3328709006309509,0.46135109663009644,0.035582878976128995
validation,7,6,Cold,6,0.5712610483169556,0.17208057641983032,0.002714303554967046,0.6090534979423868,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002833637990988791
validation,7,6,Warm A,6,0.5713311433792114,0.1719565987586975,0.002494656480848789,0.6090534979423868,1.0,0.0009366451995447278,0.0009366451995447278,0.061590664088726044,0.9096918706259794,0.6276955604553223,0.6276774406433105,0.6276783883571625,0.6276774406433105,0.0017600406834390014,0.0021722165402024984,22.0,0.7068064212799072,0.6059466600418091,0.24825462698936462,0.03551039198646322
validation,7,6,Warm B,6,0.5714007019996643,0.17192333936691284,0.0023368659894913435,0.6049382716049383,1.0,0.0013383460463955998,0.0008094949880614877,0.08283134549856186,0.9145236348040467,0.5584561228752136,0.5584213137626648,0.5584230542182922,0.5584213137626648,0.0015001548725801209,0.0017266067443415523,22.0,0.6243278980255127,0.5545011758804321,0.37505921721458435,0.035459126986097544
validation,7,6,Warm C,6,0.5713337659835815,0.17188537120819092,0.002249714219942689,0.6049382716049383,1.0,0.0016195554053410888,0.000880426203366369,0.07585316896438599,0.8703144995635919,0.587134063243866,0.5871391296386719,0.5871398270130157,0.5871391296386719,0.0016825887529800336,0.0020401382353156805,22.0,0.603169322013855,0.5865174531936646,0.4543522000312805,0.035670962010044605
validation,11,10,Cold,6,0.571007490158081,0.17277628183364868,0.003151367185637355,0.6049382716049383,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002824446011800319
validation,11,10,Warm A,6,0.5710670948028564,0.17267948389053345,0.002831236459314823,0.6131687242798354,1.0,0.0010277782566845417,0.0010277782566845417,0.13603459298610687,0.9003785570396262,0.44585904479026794,0.445833683013916,0.4458355069160461,0.445833683013916,0.0019280182236495118,0.002600181382149458,22.0,0.5460206270217896,0.4239325523376465,0.23723502457141876,0.03546579199610278
validation,11,10,Warm B,6,0.5711677670478821,0.17263402044773102,0.0025304490700364113,0.6131687242798354,1.0,0.0014921525726094842,0.0008938064565882087,0.11139421164989471,0.8582382490862625,0.4760398864746094,0.47601741552352905,0.476017090678215,0.47601741552352905,0.0017063033999875187,0.002275048289448023,22.0,0.5280470848083496,0.4675549864768982,0.3591870069503784,0.03546497301431373
validation,11,10,Warm C,6,0.5712311863899231,0.1726323366165161,0.002393544651567936,0.6131687242798354,1.0,0.0018697521882131696,0.0009526154026389122,0.15433864295482635,0.8570116538280566,0.49861329793930054,0.49858683347702026,0.4985871523618698,0.49858683347702026,0.0017761102179065346,0.002106971340253949,22.0,0.5098934173583984,0.4963342845439911,0.38007304072380066,0.035537577990908176
validation,17,16,Cold,6,0.569366455078125,0.1720988154411316,0.0024125089403241873,0.6090534979423868,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00281558302231133
