split,item_id,item_idx,phase,graph_sample_count,graph_mean,graph_std_within,graph_between_sample_std,graph_density_gt_0_5,graph_diag_mean,graph_distance_from_cold,graph_distance_from_previous_phase,mean_absolute_score_change_from_cold,score_correlation_with_cold,support_loss_before_guidance,support_loss_after_guidance,guidance_loss_mean,guidance_loss_last,raw_guidance_gradient_norm_mean,raw_guidance_gradient_norm_max,warm_start_timestep,embedding_support_loss_before,embedding_support_loss_after,local_item_embedding_delta_norm,sampling_seconds
validation,1,0,Cold,6,0.557300329208374,0.18327146768569946,0.0028587067499756813,0.5473251028806584,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002960348967462778
validation,1,0,Warm A,6,0.5573119521141052,0.1833156794309616,0.002532902406528592,0.5555555555555556,1.0,0.0009870929643511772,0.0009870929643511772,0.14702805876731873,0.9350012652545242,0.40053510665893555,0.400576114654541,0.40057714879512785,0.400576114654541,0.001955595820133264,0.0023874426260590553,22.0,0.514723539352417,0.3831180930137634,0.2119356095790863,0.035920561000239104
validation,1,0,Warm B,6,0.5571158528327942,0.18333911895751953,0.002462957287207246,0.551440329218107,1.0,0.0012857926776632667,0.000788784702308476,0.1954849809408188,0.8833097746684151,0.36656245589256287,0.36659520864486694,0.3665946751832962,0.3665952682495117,0.0015388853944993267,0.0018938250141218305,22.0,0.3909273147583008,0.3646542727947235,0.2728576958179474,0.03558556496864185
validation,1,0,Warm C,6,0.5570786595344543,0.18337386846542358,0.002323281019926071,0.551440329218107,1.0,0.0016666339943185449,0.000907170819118619,0.14057621359825134,0.9418046500183672,0.4242403507232666,0.424235999584198,0.42423562705516815,0.424235999584198,0.0016977842062866936,0.0020773811265826225,22.0,0.4482191205024719,0.4201863706111908,0.26383692026138306,0.03555443597724661
validation,5,4,Cold,6,0.5568432211875916,0.1900186389684677,0.002512393519282341,0.5637860082304527,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002829984005074948
validation,5,4,Warm A,6,0.556824803352356,0.189960315823555,0.002169604180380702,0.5596707818930041,1.0,0.000923757441341877,0.000923757441341877,0.18000751733779907,0.8039369234703122,0.3811274468898773,0.3811357021331787,0.38113780319690704,0.3811357617378235,0.0018236165419997026,0.002163288416340947,22.0,0.5708333253860474,0.3641284108161926,0.25504758954048157,0.03564576804637909
validation,5,4,Warm B,6,0.5567925572395325,0.18994350731372833,0.0020069873426109552,0.5555555555555556,1.0,0.001270039938390255,0.0007916685426607728,0.24926060438156128,0.7271723487008429,0.43726658821105957,0.4372725188732147,0.43727445900440215,0.4372725486755371,0.001490546209970489,0.0016575860790908337,22.0,0.45872294902801514,0.433982789516449,0.33783334493637085,0.038164853991474956
validation,5,4,Warm C,6,0.5567371845245361,0.18997810781002045,0.001828246982768178,0.5555555555555556,1.0,0.0014912037877365947,0.0008176464471034706,0.2360575795173645,0.7300828938604419,0.4262291193008423,0.4262583255767822,0.4262602895498276,0.4262583255767822,0.0015927220481292655,0.0018400988774374127,22.0,0.43524739146232605,0.42459219694137573,0.3721542954444885,0.03748753102263436
validation,7,6,Cold,6,0.5592250227928162,0.18399500846862793,0.002599907573312521,0.551440329218107,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028226390131749213
validation,7,6,Warm A,6,0.5592634081840515,0.18389403820037842,0.002242238726466894,0.551440329218107,1.0,0.0009486163617111742,0.0009486163617111742,0.09236321598291397,0.8314153908463565,0.6166834235191345,0.6166951060295105,0.616695511341095,0.6166951060295105,0.0018901912747727085,0.0023245729971677065,22.0,0.7029291987419128,0.6080124974250793,0.20971038937568665,0.03737134195398539
