split,item_id,item_idx,phase,graph_sample_count,graph_mean,graph_std_within,graph_between_sample_std,graph_density_gt_0_5,graph_diag_mean,graph_distance_from_cold,graph_distance_from_previous_phase,mean_absolute_score_change_from_cold,score_correlation_with_cold,support_loss_before_guidance,support_loss_after_guidance,guidance_loss_mean,guidance_loss_last,raw_guidance_gradient_norm_mean,raw_guidance_gradient_norm_max,warm_start_timestep,embedding_support_loss_before,embedding_support_loss_after,local_item_embedding_delta_norm,sampling_seconds
validation,1,0,Cold,6,0.5670720338821411,0.16908644139766693,0.002928859554231167,0.6049382716049383,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002953922958113253
validation,1,0,Warm A,6,0.5672691464424133,0.16903921961784363,0.0026664158795028925,0.6090534979423868,1.0,0.0009273950709030032,0.0009273950709030032,0.14069148898124695,0.9130904728140902,0.44499486684799194,0.4449934959411621,0.44499429166316984,0.4449934959411621,0.0017481962800957262,0.0021681415382772684,22.0,0.5313825011253357,0.41776275634765625,0.2600938677787781,0.03537778102327138
validation,1,0,Warm B,6,0.5673373341560364,0.16901612281799316,0.002496378030627966,0.6090534979423868,1.0,0.0013956122566014528,0.0009681027149781585,0.1980690360069275,0.8378194100421393,0.3669123649597168,0.366930216550827,0.3669296383857727,0.3669302463531494,0.0018274240001725653,0.0022151111625134945,22.0,0.4025457799434662,0.3575378656387329,0.3828328847885132,0.03542372502852231
validation,1,0,Warm C,6,0.5672332644462585,0.16901586949825287,0.002297836821526289,0.6090534979423868,1.0,0.0016494259471073747,0.0009202699875459075,0.14710921049118042,0.8267840197968639,0.39560526609420776,0.3956229090690613,0.3956235200166702,0.39562293887138367,0.0016772581885258356,0.002003988716751337,22.0,0.41511839628219604,0.39182502031326294,0.42878594994544983,0.03532986296340823
validation,5,4,Cold,6,0.5714146494865417,0.17384085059165955,0.0026091318577528,0.6049382716049383,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002812738995999098
validation,5,4,Warm A,6,0.5714506506919861,0.17377856373786926,0.0024389727041125298,0.6049382716049383,1.0,0.0009197520557790995,0.0009197520557790995,0.18863628804683685,0.8145762962709444,0.3886435031890869,0.3886028528213501,0.38860691487789156,0.3886029124259949,0.0017831068447170158,0.0022747137118130922,22.0,0.5770868062973022,0.3318939805030823,0.2377539426088333,0.035352954000700265
validation,5,4,Warm B,6,0.5714918375015259,0.173766627907753,0.002479985123500228,0.6049382716049383,1.0,0.0012384690344333649,0.0008350337157025933,0.28645047545433044,0.6480376469812541,0.357532799243927,0.35750192403793335,0.3575045526027679,0.35750192403793335,0.0016610486258286984,0.002067238325253129,22.0,0.41679105162620544,0.3523859679698944,0.38326069712638855,0.035294670960865915
validation,5,4,Warm C,6,0.5714730024337769,0.17379795014858246,0.0023398222401738167,0.6049382716049383,1.0,0.001539795659482479,0.0008992220391519368,0.2520100772380829,0.7145944358293836,0.3453156352043152,0.3453688621520996,0.3453725755214691,0.3453688621520996,0.0017085396316057692,0.0023373286239802837,22.0,0.37460851669311523,0.3364925980567932,0.4393712878227234,0.03577631403459236
validation,7,6,Cold,6,0.5703892111778259,0.17230017483234406,0.002723915735259652,0.6049382716049383,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028272600029595196
validation,7,6,Warm A,6,0.5704618692398071,0.17217592895030975,0.002504190895706415,0.6049382716049383,1.0,0.000936491007450968,0.000936491007450968,0.0694977194070816,0.876432804447834,0.6294915080070496,0.6294701099395752,0.6294700086116791,0.6294701099395752,0.0017545141434917846,0.0021603547502309084,22.0,0.7094585299491882,0.6062037944793701,0.25510531663894653,0.03540806699311361
validation,7,6,Warm B,6,0.5705336332321167,0.1721419245004654,0.0023466970305889845,0.6049382716049383,1.0,0.0013372688554227352,0.0008122544386424124,0.06509768217802048,0.914256281182923,0.5818864107131958,0.5818699598312378,0.5818708837032318,0.5818699598312378,0.0015079671303586414,0.0016958094201982021,22.0,0.6295017600059509,0.5597153902053833,0.3625565767288208,0.03524913400178775
