split,item_id,item_idx,phase,graph_sample_count,graph_mean,graph_std_within,graph_between_sample_std,graph_density_gt_0_5,graph_diag_mean,graph_distance_from_cold,graph_distance_from_previous_phase,mean_absolute_score_change_from_cold,score_correlation_with_cold,support_loss_before_guidance,support_loss_after_guidance,guidance_loss_mean,guidance_loss_last,raw_guidance_gradient_norm_mean,raw_guidance_gradient_norm_max,warm_start_timestep,embedding_support_loss_before,embedding_support_loss_after,local_item_embedding_delta_norm,sampling_seconds
validation,1,0,Cold,6,0.5635125637054443,0.17095217108726501,0.0028114106971770525,0.6008230452674898,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031416619895026088
validation,1,0,Warm A,6,0.5635747313499451,0.1709100902080536,0.0025410884991288185,0.5967078189300411,1.0,0.0009548330563120544,0.0009548330563120544,0.08563075959682465,0.9366996587939936,0.3760446012020111,0.37602537870407104,0.3760220021009445,0.37602540850639343,0.0017160715690503518,0.00199501751922071,22.0,0.4917702078819275,0.35534486174583435,0.264399915933609,0.060987399017903954
validation,1,0,Warm B,6,0.56377112865448,0.17085112631320953,0.0022848963271826506,0.6008230452674898,1.0,0.0013638236559927464,0.0009297708747908473,0.1508730798959732,0.8869823134203314,0.35645222663879395,0.35639679431915283,0.35639647841453553,0.35639679431915283,0.0016411389088413367,0.001964004710316658,22.0,0.3937610983848572,0.3443905711174011,0.3747643828392029,0.03656716999830678
validation,1,0,Warm C,6,0.5639437437057495,0.17079080641269684,0.002110589761286974,0.6049382716049383,1.0,0.0018639954505488276,0.0008568022749386728,0.1079980805516243,0.9224773366118955,0.404885470867157,0.40484780073165894,0.404848712682724,0.40484780073165894,0.001561251637758687,0.0018965036142617464,22.0,0.4178941249847412,0.4018741548061371,0.4238778352737427,0.03686010598903522
validation,5,4,Cold,6,0.5669815540313721,0.17434023320674896,0.002810199512168765,0.6090534979423868,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027878599939867854
validation,5,4,Warm A,6,0.5670304298400879,0.17422471940517426,0.002526337979361415,0.6049382716049383,1.0,0.0009315721690654755,0.0009315721690654755,0.13107068836688995,0.8974150326020641,0.4641493260860443,0.46402478218078613,0.4640238106250763,0.46402478218078613,0.001692884840304032,0.0021865905728191137,22.0,0.613763689994812,0.4414825141429901,0.2014443278312683,0.036860614956822246
validation,5,4,Warm B,6,0.5669663548469543,0.1742771863937378,0.0023297301959246397,0.6049382716049383,1.0,0.0012692807940766215,0.0008798452327027917,0.2103390097618103,0.7617971352103868,0.42587804794311523,0.42586931586265564,0.42586818933486936,0.42586931586265564,0.0015671942674089223,0.001771340030245483,22.0,0.484732985496521,0.4136890769004822,0.35436853766441345,0.03712898603407666
validation,5,4,Warm C,6,0.5669040679931641,0.1741902083158493,0.002348623238503933,0.6049382716049383,1.0,0.0015446183970198035,0.0007663597352802753,0.23607295751571655,0.7059681563635338,0.37148118019104004,0.371513694524765,0.3715139240026474,0.3715137243270874,0.0014181061958273252,0.001787082408554852,22.0,0.3912423849105835,0.3672773540019989,0.46953776478767395,0.036759120994247496
validation,7,6,Cold,6,0.5668950080871582,0.1704314947128296,0.0026412128936499357,0.6172839506172839,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027802280383184552
validation,7,6,Warm A,6,0.5669278502464294,0.17045916616916656,0.0024721557274460793,0.6131687242798354,1.0,0.0008886017603799701,0.0008886017603799701,0.10052501410245895,0.8048562504795062,0.6444384455680847,0.6444451808929443,0.6444447934627533,0.6444451808929443,0.001585509981183956,0.0018090112134814262,22.0,0.7285112142562866,0.617906391620636,0.2518746256828308,0.03685991500969976
